English,Reference Igbo,Predicted Igbo
"Today, we commemorate and celebrate an African and global historical figure Nna Anyi (our father) Eri.",Taa anyị na-emume ncheta ma na-eri oriri onye Afrịka na ụwa niile a ma ama n' akụkọ ihe mere eme Nna Anyị Eri.,"Taa, anyị na - echeta ma na - eme ememe ncheta nke otu onye Africa a ma ama n'ụwa nile bụ́ Nnaveri (nna anyị) Eri."
"But Peter said, ""I have no silver or gold, but what I have, that I give you. In the name of Jesus Christ of Nazareth, get up and walk!""","Ma Pita sịrị, ""Enweghị m ọlaọcha maọbụ ọlaedo ma ihe m nwere ka m na-enye gị. N'aha Jisọs Kraịst onye Nazaret bilie ọtọ gawa ije.""","Ma Pita sịrị, ""Enweghị m ọlaọcha ma ọ bụ ọlaedo, kama ihe m nwere, ka m nye gị: n'aha Jizọs Kraịst onye Nazaret, bilie ọtọ! """
What opportunities for this business exist in Nigeria?.,Kedu ohere ndị dị na azụmahịa a na Naịjirịa?,Ohere dị aṅaa maka achụmnta ego a dị na Nigeria?
"Basketball legend, Lebron James, was forced to evacuate his home on Monday after wildfires raged just blocks away from his Brentwood, California mansion.","Ọ̀tụ́ bọọlụ aka, Lebron James ka a manyere ịpụ n'ụlọ ya na Mọnde ka ọkụ ọgbụgba malitere na mgbochi ụlọ ya dị na Brentwood, California.","A manyere ndị na - akọ akụkọ mgbe ochie, bụ́ Lebron James, isi n'ebe obibi ya pụọ na Monday mgbe ha sisịrị n'ụgbọ mmiri na - apụ n'elu osisi Bestwood ya, California, bụ́ nke na - adịghị ize ndụ."
Soldiers apprehended and imprisoned him,Ndị agha nwụchịrị ya were tuba ya na mkpọrọ.,Ndị agha ahụ gbaara ya ụgbọ nwa mkpi ma tụọ ya mkpọrọ
"I will build you again, and you will be built, O virgin of Israel. You will again be adorned with your tambourines, and will go out in the dances of those who make merry.","Aga m ewulikwa gị elu ọzọ, e, aga m eme ka ị bụrụ ihe e wugharịrị ọzọ, gị Izrel bụ nwaagbọghọ na-amaghị nwoke. Mgbe ahụ, ị ga-eji ihe iti egwu gị pụọ soro ndị ọṅụ juru obi tee egwu.","M ga - ewu gị ọzọ, a ga - ewu gị, nwa agbọghọ na - amaghị nwoke nke Izrel; a ga - eji ihe olu gị chọọ gị mma ọzọ, ị ga - ejekwa egwú nke ndị na - eme ka a maa mma."
"For I know that the LORD is great, that our Lord is above all gods.","Amaara m na Onyenwe anyị dị ukwuu, na Onyenwe anyị dị ukwuu karịa chi niile.","N'ihi na amaara m na Onyenwe anyị dị ukwuu, na Onyenwe anyị karịrị chi nile."
He argued the public to stay away from troubles and crisis during this period.,Ọ rịọkwara mmadụ niile ha gbalahụ nsogbu na ọgbaghara n'oge a.,Ọ gwara ọha na eze ka ha zere nsogbu na nsogbu n'oge a.
"They went out, they and all their armies with them, many people, even as the sand that is on the seashore in multitude, with very many horses and chariots.",Ndị eze a niile kwekọrịtara chịkọtaa ndị agha ha niile n'otu. Ndị agha ha chịkọtara dị ukwuu dịka aja dị n'akụkụ osimiri. Ha ji ọtụtụ ịnyịnya na ọtụtụ ụgbọ agha.,"Ha na - apụ, ha na usuu ndị agha ha nile, ọtụtụ mmadụ, ọbụna dị ka ájá nke dị n'ụsọ oké osimiri, na - enwe ọtụtụ ịnyịnya na ụgbọ ịnyịnya."
@toksy_bee_ wants to be prayes for because the sickness is really disturbing her.,@toksy_bee_ chọrọ ka ekpere ya ekpere ya makana ya bụ ọrịa ji ya na njọ.,enyi na enyi na - achọ ka a na - ekpe ekpere maka ọrịa ahụ n'ihi na ọrịa ahụ na - enye ya nsogbu n'obi n'ezie.
But the multitude of the city was divided. Part sided with the Jews and part with the apostles.,"Ma ndị obodo ahụ kewara abụọ, ụfọdụ n'ime ha dịnyere ndị Juu. Ụfọdụ dịnyekwara ndị ozi.",Ma e kewara ìgwè mmadụ nke obodo ahụ na ndị Juu ma soro ndịozi rụkọọ ọrụ.
"For he commands, and raises the stormy wind, which lifts up its waves.",N'ihi na o kwuru okwu mere ka oke ifufe kuo nke buliri ebili mmiri elu.,"N'ihi na ọ na - enye iwu, ọ na - emekwa ka oké ifufe ahụ, bụ́ nke na - eme ka ebili mmiri ya na - eto."
"Audu Abdulqudus, a recent graduate of Ahmadu Bello University, Zaria and close friend to Aisha affirmed that he was among many others who were present at her funeral on the same day she committed suicide.","Audu Abdulqudus, onye gụsịrị akwụkwọ na Mahadum Ahmadu Bello, Zaria na ezigbo enyi Aisha si kweta na ya so n'ọtụtụ ndị ọzọ bịara mmemme olili ozu ya n'otu ụbọchị ahụ o gburu onwe ya.","Otu nwoke aha ya bụ Auduqryus, bụ́ onye gụsịrị akwụkwọ n'otu mahadum dị n'Amerịka n'oge na - adịbeghị anya, kwuru na ya so ná ndị nọ mgbe a na - eli ya n'otu ụbọchị ahụ o gburu onwe ya."
Enugu Airport: will 'International' be removed from Akanu Ibiam Airport?,Enugu Airport: A ga-ewepụ 'International' na Akanu Ibiam Airport?,Ụgbọ mmiri na - agba n'ebe dị iche iche n'ụwa: Ọ̀ bụ na e nweghị ihe ga - eme ka obodo a ghara ịdị n'otu?
"But such person may repent, most especially when all these things started befalling him.","Mana onye ahụ nwere ike ichegharị, tụmadụ ma ọ bụrụ na ihe ndakwasị niile a bido ịdakwasị ya.","Ma onye dị otú ahụ pụrụ ichegharị, karịsịa mgbe ihe ndị a nile malitere ịdakwasị ya."
A couple died after going for a wedding- police,Di na nwunye si Anambra gachara agbamakwụkwọ kubie - Uweojii,Otu di na nwunye nwụrụ mgbe ha gara ịgba akwụkwọ-ebe ahụ
The high mountains are for the wild goats. The rocks are a refuge for the rock badgers.,Ugwu niile dị elu dịịrị ewu ọhịa; n'ọgba dị na nkume ka ewi nkume na-ezo onwe ha.,Ugwu nile dị elu dịịrị ewu ọhịa: nkume ndị ahụ bụ ebe mgbaba maka oké nkume.
The increasing demand for mechanisation among an estimated 77 million farmer population as well as factors limiting better use of Nigeria's agricultural mechanisation potential underscore the importance of reviewing the agricultural mechanisation policy within the present drive to make Nigeria more self-sufficient in its food requirements.,ọrịa ndị ọrụ a na achọghị imezi ihe n'etiti ndị ọrụ ugbo no narị nde iri asaa na asaa na ihe ndị na egbochi ikwusi ọrụ ugbo nke Naịjirịa g'esi gosipụta ọdị nkpa ịtụgharị usoro ọrụ ugbo bụ ihe eji eme ugbua ka Naịjirịa zuo ezu na nri ya.,Ọchịchọ ndị mmadụ na - achọ ka ndị ọrụ ugbo bi n'etiti ihe dị ka nde iri asaa na asaa nakwa ihe ndị ọzọ na - ebelata ihe ndị na - eme ka o ka mma isi n'ọrụ ugbo Nigeria nweta ihe ndị ga - eme ka ọ pụta ìhè na ọ dị mkpa inyocha usoro ịkọ ugbo nke ọrụ ugbo nọ ugbu a iji mee ka ihe oriri ya bukwuo ibu.
News reaching us now said that Jim Iyke was captured for slapping an aircraft official.,Akụkọ pụtara ugbua na-ekwu na a nwụchiri Jim Iyke ka ọ machara onye ọrụ ọdọụgbọelu ụra.,Akụkọ na - erute anyị aka ugbu a kwuru na e jidere Jim Iyke maka ịmakụ otu onye na - arụ ọrụ n'ụgbọelu.
"Arpachshad lived four hundred three years after he became the father of Shelah, and became the father of more sons and daughters.","Mgbe ọ mụchara Shela, ọ dịrị ndụ narị afọ anọ na atọ ọzọ, mụta ụmụ ndị ikom na ụmụ ndị inyom.","Ọ dị naanị afọ iri atọ na atọ ọ nwụchara, ọ ghọrọ nna nke ụmụ nwoke na ụmụ nwaanyị ndị ọzọ."
No one was killed or injured in the 'Tradefair' accident in Badagry and Lagos.,O nweghi onye nwụrụ maọbụ merụọ ahụ n'ihe mberede 'Tradefair' n'ụzọ Badagry na Legọọsi.,Ọ dịghị onye nwụrụ ma ọ bụ merụọ ahụ́ n'ihe ọghọm nke ajọ ọgba aghara na Lagos.
"that he should live on forever, that he should not see corruption.","nke ga-eme ka mmadụ dịrị ndụ ruo ebighị ebi, ma hapụ ịnwụ.","Ka o wee dị ndụ ruo mgbe ebighị ebi, ka o wee ghara ịhụ nrụrụ aka."
"He said that foods that contains carbohydrates like , Rice yam , casava are good for the supply of strength and Energy to them.","O kwuru na nri ndị na-enye ike dịka akpụ, ji, osikapa na ndị ọzọ dị mma iji nye ha ike n'ihi na ọrịa a na-agwụ ike.","O kwuru na ihe oriri ndị nwere ihe oriri ndị na - enye ume ọhụrụ dị ka , nri ndị na - adị n'ime ha na - adị mma maka inweta ike na ume."
"""What are the multitude of your sacrifices to me?"", says the LORD. ""I have had enough of the burnt offerings of rams and the fat of fed animals. I don't delight in the blood of bulls, or of lambs, or of male goats.","""N'ihi gịnị ka unu ji na-achụrụ m ọtụtụ aja, gịnị ka ihe ndị a bụ nye m?"" ka Onyenwe anyị sịrị. ""Afọ ejula m n'aja nsure ọkụ niile nke eji ebule na anụmanụ e mere ka ha gbaa abụba chụọ; Ọbara oke ehi na nke ụmụ atụrụ na mkpi adịghị atọkwa m ụtọ.",""" Gịnị bụ ọtụtụ àjà unu chụụrụ m?, ka ONYE ndụmọdụ ahụ na - ekwu. """
Efforts to get the mother of the children who is also a nurse proved abortive as ABS was told that she was taken away by her relations.,Mgbalị iji nweta nne ụmụaka ahụ bụkwa onye nọọsụ kuru afọ n'ala ka a gwara ABS na ndị ikwu ya kpọọrọ ya.,A gwara ya na ọ bụ mmekọrịta ya mere ka ọ ghara ịdị mma n'anya.
"At that time, Jesus answered, ""I thank you, Father, Lord of heaven and earth, that you hid these things from the wise and understanding, and revealed them to infants.","N'oge ahụ, Jisọs kwuru sị, ""Nna, Onyenwe eluigwe na ụwa, ana m ekele gị,n'ihi na ị zonarịrị ndị ọkachamara eziokwu ahụ, ma kpughee ya nye ụmụntakịrị.","N'oge ahụ, Jizọs zara, sị, ""Nna, Onyenwe eluigwe na ụwa, ana m ekele gị na i zoro ihe ndị a n'ebe ndị amamihe na nghọta dị, i wee kpugheere ha ụmụ ọhụrụ."
"These also are considered to be Rephaim, as the Anakim; but the Moabites call them Emim.","A na-eche na ha bụ ndị Refaim, dịka ndị Anak, ma ndị Moab na-akpọ ha ndị Emim.","A na - elekwa ndị a anya dị ka ndị na - enye ntaramahụhụ, dị ka ndị na - enye ntaramahụhụ; ma ndị Moab na - akpọ ha Emim."
Unachukwu said 'INEC cannot say that don't have because they have where they store data.,Unachukwu sị na 'Inec agaghị asị na ha enweghị sava maka na ha nwere ebe ha na edowe mkpụrụozi bụ data.,"N'ihi ya, o nwere ike ịbụ na onye ahụ amaghị ihe ọ ga - aza."
Tiger Foods sold DFM back to Dangote in 2015 for a single dollar after it had acquired the company for $200m.,ụlọ ọrụ nri Tiger reghariri DFM nye Dangote n'afọ 2015 site n'ịkwụ out dọla mgbe o ji dọla 200m nweta ụlọ ọrụ ahụ. ,Ụlọ ọrụ ndị na - emepụta nri rere DFM ka ọ laghachi Dangote n'afọ 2015 maka otu dollar mgbe ha nwetasịrị ụlọ ọrụ ahụ maka ihi ụra.
"Recently, the Vice Chancellor of the University of Ibadan, Prof. Idowu Olayinka, revealed that what the university was getting as overhead was less than N100m, whereas it needs a minimum of N800m for overhead.","N'oge na-adịbeghị anya, osote onye isi mahadum nke Ibadan, ọkammụta Idowu Olayinka kpughere na ihe mahadum ahụ na-enweta bụ nde narị naịra, ebe ọ chọrọ opekata mpe nde narị naịra asatọ .","N'oge na - adịbeghị anya, Ngalaba Na - ahụ Maka Ihe Ndị Na - eme n'Obodo nke dị na 24, bụ́ Nike Uche, bụ́ Nike nke Mahadum ukwu dị na Ibadan, kpughere na ihe mahadum na - eme dị ka ihe na - erughị otu narị puku, ebe ọ chọrọ ọ̀tụ̀tụ̀ kasị elu iji na - emegharị ahụ́."
"Mourinho's men were largely outplayed at Molineux, but were ruthless with their chances to inflict Wolves' first league defeat in 12 games.","E meriri ndi òtù Mourinho ọfụma na Molineux, mana obi tara ha mmiri n' ohere ha nwetara iji nye Wolves mmeri izizi liigi n' egwuregwu 12.","Ihe ka ọtụtụ ná ndị ikom Moho na - abụ ndị a na - asọ asọ n'egwuregwu Molineline, ma ha ji obi ọjọọ na - enwe ohere nke ime ka e nwee mmeri mbụ kpụ ọkụ n'ọnụ n'egwuregwu 12 mee ihe."
"Others present at the event were the Kano State Commissioner for Agriculture, Dr. Hadi Bala Yahaya; Head of the Agriculture and Food Security Policy Commission of the Nigeria Economic Summit Group (NESG), Ms. Gloria Ekpo; Directors at the National Centre for Agricultural Mechanisation (NCAM), Drs. Segun Ademiluyi and Isaac Ozumba; and the Chairman of Tractor Owners and Hiring Facilities Association of Nigeria (TOHFAN), Alhaji Danladi Garba.","Ndị ọzọ bịara nnọkọ a bụ Kọmịshọna na-ahụ maka Ọrụ Ugbo na steeti Kano, Dr. Hadi Bala Yahaya; Onye isi ndị ọrụ Ugwu na ọrụ nchedo nri nke ndị otu akụ na ụba Naịjirịa (NESG), Ms. Gloria Ekpo; Ndị isi njịkọ iji igwe arụ ọrụ ugbo nke mba (NCAM), Dkt. Segun Ademiluyi na Isaac Ozumba; na Onye isi oche nke Ndị Ọrụ Ntinye Aka na otu ịgbazịte ngwaọrụ nke Naịjirịa (TOHFAN), Alhaji Danladi Garba.","Ndị ọzọ nọ n'ihe omume ahụ bụ kọmitii State maka ọrụ ugbo, Dr. Hai Balaya; Onyeisi nke Òtù Na - ahụ Maka Akụ̀ na Ụba na Ihe Oriri nke Naijiria (NGGG), M. Gloria; Onye isi oche nke Ụlọ Ọrụ Mba Na - ahụ Maka Ọrụ Ugbo Ndị Metụtara Ọrụ Ugbo n'Ụlọ Ọgwụ nke Mba nke dị n'"
"On the fourth day, they got up early in the morning, and he rose up to depart. The young lady's father said to his son-in-law, ""Strengthen your heart with a morsel of bread, and afterward you shall go your way.""","N'ụbọchị nke anọ, nwoke ahụ na iko ya jikeere n'isi ụtụtụ ịlaghachi. Ma nna nwanyị ahụ rịọrọ ha sị ha, ""Jirinụ ihe oriri gbaanụ onwe unu ume. Emesịa unu nwere ike ịlawa.""","N'ụbọchị nke anọ, ha biliri n'isi ụtụtụ, o biliri ọtọ wee pụọ: nna nwa agbọghọ ahụ gwara nwa ya nwoke n'iwu, sị, ""Jiri achịcha mee ka obi gị dị ọcha, e mesịakwa ị ga - apụ...."
"""'You shall not hate your brother in your heart. You shall surely rebuke your neighbor, and not bear sin because of him.",""" 'Akpọla nwanne gị asị n'ime obi gị. Tụọ onye agbataobi gị mmehie ya n'ihu ya, ka ị ghara iketa oke n'ikpe ọmụma dịrị ya.",""" Ị gaghị akpọ nwanna gị asị n'obi gị; ị ga - abara onye agbata obi gị mba, ọ bụghịkwa n'ihi ya."
"And thus the secrets of his heart are revealed. So he will fall down on his face and worship God, declaring that God is among you indeed.","Mgbe a na-eme ka ihe nzuzo nke obi ha niile pụta ìhè, onye dị otu a ga-egbu ikpere n'ala kpọọ isiala nye Chineke sị, ""N'ezie, Chineke nọ n'etiti unu.""","N'ihi ya, e mere ka ihe nzuzo nile nke obi ya pụta ìhè, ya mere ọ ga - ada n'ihu ya ma fee Chineke ofufe, na - ekwupụta na Chineke nọ n'etiti unu n'ezie."
"John Magufuli, Tanzania's President has called on women to ""set your ovaries free"" and bear more children so that the country can enjoy demographic dividends.","John Magufuli, Onyeisi ala nke mba Tanzania akpọkuola ụmụ nwaanyị ka ha kpọghepụ akpa nwa ha ma mụọ ọtụtụ ụmụ ka mba ahụ wee nwee ike irite nnukwu ego ana enye mba ọbụla.","John Blanalalas, bụ́ onyeisi ala Tanzania, agwawo ụmụ nwanyị ka ha ""nyere ụmụ nwanyị ihe omume gị n'efu"" ma mụọ ụmụ karị ka mba ahụ wee nwee ike inwe obi ụtọ n'ụzọ a na - achịkwaghị achịkwa."
It was a bitter defeat for billions all over the world.,Ọ bụ mmeri mwute nyere ijeri n' ụwa dum.,Ọ bụụrụ ọtụtụ ijeri mmadụ n'ụwa nile mmeri kpụ ọkụ n'ọnụ.
"if I have said to corruption, 'You are my father,' and to the worm, 'My mother,' and 'My sister,'","a sikwa na m asị ire ure, 'Nna m ka ị bụ,' maọbụ sị ikpuru 'Nne m' maọbụ 'Nwanne m nwanyị,'","Ọ bụrụ na m sịrị nrụrụ aka, ' ị bụ nna m, ọ bụrụkwa na ọ bụ gị bụ nne m, ' mama m, na nwanne m nwanyị, '"
"For the cherubim spread out their wings over the place of the ark, and the cherubim covered the ark and its poles above.","Cherubim ndị ahụ gbasara nku ha n'elu igbe ọgbụgba ndụ ahụ, kpuchie ya na okporo osisi ndị ahụ e ji ebu ya.","N'ihi na onye na - elekọta ụgbọ ahụ na - agbasa nku ya n'elu ebe ụgbọ ahụ dị, ma na - eche ụgbọ ahụ na mkpanaka ya ndị dị n'elu nche."
"When Saul's son heard that Abner was dead in Hebron, his hands became feeble, and all the Israelites were troubled.",Mgbe Ishboshet nwa Sọl nụrụ na Abna anwụọla na Hebrọn. Ọ tụrụ egwu. Ndị Izrel tụkwara egwu hie nne.,"Mgbe nwa Sọl nụrụ na di ya anwụọla na Hibrọn, aka ya dara mbà, ụmụ Izrel niile nọkwa ná nsogbu."
"On the same hand, he is the PresPresident as well as Minister of Petroleum ","N'otu aka a ọ bụ onyeisiala, ọ bụkwa onye mịnịsta na-ahụ maka mmanụ amịpụtara n'ala","N'otu aka ahụ, ọ bụ ya bụ onyeisi ndị agha nakwa Minista Na - ahụ Maka Ihe Ndị Na - eme n'Ụwa"
"It shall be said in that day, ""Behold, this is our God! We have waited for him, and he will save us! This is the LORD! We have waited for him. We will be glad and rejoice in his salvation!""","N'ụbọchị ahụ, ndị mmadụ ga-asị, ""Nke a bụ Chineke anyị n'ezie, anyị tụkwasịrị ya obi, ọ zọpụtakwara anyị. Nke a bụ Onyenwe anyị ahụ, anyị tụkwasịrị ya obi, ka anyị nwee ọṅụ ma ṅụrịakwa na nzọpụta ya.""","A ga - ekwu n'ụbọchị ahụ, sị, ""Lee, Chineke anyị ka Nke a bụ; anyị echerewo Ya, Ọ ga - azọpụtakwa anyị: Onye a bụ ONYE Onyenwe anyị, anyị echerewo Ya: anyị ga - aṅụrị ọṅụ, ṅụrịakwa ọṅụ ná nzọpụta Ya. """
"that you may remember, and be confounded, and never open your mouth any more because of your shame, when I have forgiven you all that you have done,"" says the Lord GOD.'""","Mgbe ahụ, aga m ekpuchiri gị ajọ omume niile bụ nke ị mere. Ihere ga-eme gị mgbe i chetara ndụ ọjọọ gị, ị gaghị emeghekwa ọnụ gị kwuo okwu n'ihi oke mweda n'ala gị. Otu a ka Onye kachasị ihe niile elu, bụ Onyenwe anyị kwubiri.' ""","Ka i wee cheta, gị onwe gị kwa, bụrụ onye a na - asọ oyi, mgbe ị na - adịghịkwa emeghe ọnụ gị n'ihi ihere gị, mgbe m gbaghaara gị ihe nile i meworo,"" ka Onyenwe anyị CHINEKE na - ekwu."
"Which is to say, we are not just talking about women.",nke pụtara na anyị anaghị ekwu naanị banyere nwaanyị,Nke bụ́ eziokwu bụ na ọ bụghị naanị ụmụ nwaanyị ka anyị na - ekwu okwu ya.
Buhari has thanked the Chinese president,Onyeisiala Buhari ekelela onyeisiala China,Bulana kelere onyeisi oche ndị China
PHCN suppose to give you 3 months notice before disconnecting your light-Lawyer,PHCN kwesịrị inye gị ọnwa atọ tupu ha achabie ọkụ - Ọkaiwu,KA E were ya na ị hụrụ ọnwa ole na ole ị nọrọ n'ebe ìhè gị na - adịghị
"behold, how they reward us, to come to cast us out of your possession, which you have given us to inherit.",Lee ihe ha ji akwụ anyị ụgwọ bụ ịchọ ka ha chụpụ anyị n'ala a i nyere anyị ka ọ bụrụ ihe nketa anyị.,"Lee, otú ha si kwụghachi anyị ụgwọ, ka ha wee si n'ihe onwunwe gị chụpụ anyị, bụ́ nke i nyeworo anyị inweta."
I will judge you as women who break wedlock and shed blood are judged; and I will bring on you the blood of wrath and jealousy.,"Aga m ata gị ahụhụ a na-ata ndị inyom na-akwa iko, na ndị inyom na-egbu mmadụ. Aga m eme ka ịbọ ọbọ ọbara nke ọnụma m, ya na ekworo m, bịakwasị gị.",A ga - ekpe gị ikpe dị ka ụmụ nwanyị na - etisa alụmdi na nwunye na ọbara a wụsịrị; m ga - ewetara gị ọbara nke iwe na ekworo.
Priscillia will join Ngozi Okonjo Iweala and sandie Okoro the two Nigerian women that have rank in the world bank,Priscillia ga-esonye Ngozi Okonjo Iweala na Sandie Okoro bụ ụmụnwaanyị Naịjirịa abụọ nwere ọkwa n'ụlọakụ ukwu nke ụwa niile.,Nna m ochie ga-ebanye na Ngozizizizizibrao na ájá . [1] Ụmụ nwanyi abụọ nọ n'ọkwá dị elu n'ụlọ akụ̀ ụwa
We have gone beyond that.,Anyị agafeela nke ahụ.,Anyị emewo ihe karịrị nke ahụ.
"that all the peoples of the earth may know that the LORD's hand is mighty, and that you may fear the LORD your God forever.'""","O mere ihe ndị a niile ka ndị niile bi n'elu ụwa mata na aka Onyenwe anyị dị ike. O mekwara ya ka unu onwe unu tụọ egwu Onyenwe anyị Chineke unu, mgbe niile.""","Ka ndị nile dị iche iche nke ụwa wee mara na aka Onyenwe anyị dị ike, ka i wee tụọ egwu Chineke gị ruo mgbe ebighị ebi."
", has enrolled no fewer than 1,500 Okija indigenes into Anambra State Health Insurance Scheme (ASHIA).",Edebanyela aha ụmụ amaala Okija opekata mpe mmadụ otu puku na narị ise n'ime ngalaba Anambra State Health Insurance Scheme (ASHIA).,". . . . . Otu nwoke aha ya bụ Okija, onye dị afọ iri ise na ise, denyere aha ya n'akwụkwọ n'asụsụ Anambra Steeti."
