English,Reference Igbo,Predicted Igbo
"""For, behold, the LORD commands, and the great house will be smashed to pieces, and the little house into bits.","N'ihi na lee, Onyenwe anyị e nyela iwu. Ọ ghaghị itikpọsị ụlọ ukwu ndị ahụ, tiriekwa ụlọ nta ndị ahụ niile.",""" N'ihi na, lee, Onyenwe anyị nyere iwu, a ga - efopụkwa ụlọ ukwu ahụ, obere ụlọ ahụ ga - adịkwa ntakịrị."
"They sat down in ranks, by hundreds and by fifties.","Ya mere, ha nọdụrụ ala, iri mmadụ ise n'otu ebe, narị mmadụ n'ebe ọzọ.","Ha nọdụrụ ala n'etiti onwe ha, ọtụtụ narị mmadụ na ndị na - amaghị ibe ha."
"This company has stopped work there and sacked her workers,as the investigation is on going","Ụlọọrụ a akwụsịla ọrụ n'ebe ahụ ma chụpụ ndị ọrụ ya, dịka nyocha ka na-aga n'ihu.","Ụlọ ọrụ a akwụsịla ọrụ n'ebe ahụ ma tinye ndị ọrụ ya n'akpa, ebe ọ bụ na nchọpụta ahụ na - aga n'ihu"
"I find more bitter than death the woman whose heart is snares and traps, whose hands are chains. Whoever pleases God shall escape from her; but the sinner will be ensnared by her.","Achọpụtara m na ọ dị ihe dị ilu karịa ọnwụ, ihe ahụ bụ nwanyị. Obi ya dị ka ụgbụ. Otu a kwa, aka o ji ejikụ gị dị ka ụdọ igwe. Onye ahụ na-eme ihe na-atọ Chineke ụtọ na-esi n'aka ya gbapụ, ma ndị mmehie ka ọ na-enwude n'ọnya ya.","Obi na - ajọ m njọ karịa ọnwụ, bụ́ onye obi ya na - ama n'ọnyà, onye aka ya dị n'aka; onye na - eme ihe na - atọ Chineke ụtọ ga - esi n'ebe ọ nọ gbanahụ ya; ma ọ ga - amata onye mmehie ahụ n'ọnyà."
"The LORD saw and abhorred, because of the provocation of his sons and his daughters.","Onyenwe anyị hụrụ ihe dị otu a, jụ ha, n'ihi na ụmụ ya ndị ikom na ndị inyom kpasuru ya iwe.",ONYE Izrel ahụ hụrụ ụmụ ya ndị ikom na ụmụ ya ndị nwaanyị ma kpọọ ha asị.
"Finally, as Senator Kalu goes to prison, the cases against Femi Fani-Kayode, Patience Jonathan and Tinubu should be expedited. If convicted, they should be made to refund all monies accumulated through corrupt means and made to enjoy a couple of years in jail. That is the real first step to purge the Nigerian system of endemic corruption.","N'ikpeazụ, ka SInetọ Kalụ jere mkpọrọ, okwu megidere Femi Fani-Kayode, Patience Jonathan na Tinubu ka aga elebanye anya. Ọ bụrụ na ikpe maa ha, ha ga-akwụ ego niile ha weere n'ụzọ ezighị ezi ma tinye ha n'ụlọ mkpọrọ afọ ole na ole. Nkea bụ ụzọ mbụ iji wepụ mpụ na Naịjirịa","N'ikpeazụ, dị ka onye isi oche nke ụlọ mkpọrọ, okwu ikpe megide Fini-Knide, e kwesịrị iweghara ndidi Jonathan na Jisọs. Ọ bụrụ na a maa ha ikpe, e kwesịrị ime ka ha maliteghachi ịrụbiga ọrụ ókè ma mee ka ha nwee obi ụtọ ruo afọ ole na ole n'ụlọ mkpọrọ. Nke a bụ nzọụkwụ mbụ n'ezie n'"
"So the God of Israel stirred up the spirit of Pul king of Assyria, and the spirit of Tilgath Pilneser king of Assyria, and he carried away the Reubenites, the Gadites, and the half-tribe of Manasseh, and brought them to Halah, Habor, Hara, and to the river of Gozan, to this day.","N'ihi nke a, Chineke nke Izrel kpaliri mmụọ Pul, bụ eze Asịrịa (ya bụ Tiglat-Pilesa eze ndị Asịrịa), ka o bilie megide ndị Ruben, ndị Gad na ọkara ebo Manase, dọta ha n'agha, buru ha gaa Hala, na Hoboa, na Hara na osimiri Gozan, ebe ha nọ ruo taa.","N'ihi ya, Chineke nke Izrel kpaliri mmụọ nke eze Asiria bụ́ eze Juda, na mmụọ nke Tregath Prir nke Asiria, o bukwaara ndị Ruben, Gad, na ọkara nke Manase, ma kpọga ha Haya, Hara, na osimiri nke dị n'akụkụ osimiri, ruo taa."
"I saw when, for this very cause, that backsliding Israel had committed adultery, I had put her away and given her a certificate of divorce, yet treacherous Judah, her sister, had no fear, but she also went and played the prostitute.","Enyere m Izrel na-ekwesighị ntụkwasị obi akwụkwọ alụkwaghị m, chụpụ ya n'ihi ndụ ịkwa iko ya, ma lee na nwanne ya nwanyị onye na-ekwesịkwaghị ntụkwasị obi bụ Juda atụghị egwu. Ọ gakwara n'ihu ịkwa iko.","Ahụrụ m mgbe, n'ihi nke a, na Izrel ahụ kwara iko, ewepụwo m ya ma nye ya akwụkwọ ịgba alụkwaghịm, ma Juda dị aghụghọ, nwanne ya nwanyị, atụghị egwu, kama ọ pụkwara ma kpọọ nwanyị akwụna ahụ iyi."
"Experts want critical thinkers to lead, transform Nigeria.","Ndị ọkachamara chọrọ ka ndị nwere echiche nnyocha chịwa, gbanwee Naijiria.","Ndị ọkachamara chọrọ ka ndị ọkachamara na - akatọ ndị mmadụ, na - agbanwe Nigeria."
"(as it is written in the law of the Lord, ""Every male who opens the womb shall be called holy to the Lord""),","(dịka e dere ya n'iwu nke Onyenwe anyị, ""Nwa mbụ ọbụla nke bụ nwoke ka a ga-edo nsọ nye Onyenwe anyị""),","(Dị ka e dere n'iwu Onyenwe anyị, ""a ga - akpọ nwoke ọ bụla nke na - emeghe akpa nwa nye Onyenwe anyị ""),"
What is the matter between Nigeria and Boko Haram?,Kedụ isi ụka Naijiria na Boko Haram?,Gịnị bụ okwu ahụ dị n'etiti Nigeria na Boko Haam?
"Mr Uduh a lawyer while assuring the Obiano administration of the workers support, appreci1ated the Governor's magnanimity.","Mazị Uduh bụ onye ọka iwu mgbe ọ na-enyere ndị ọchịchị Obiano aka ikwado ndị ọrụ, kelekwara gọvanọ maka idi mma ya.","Ma, o nweghị ihe ọzọ o mere ma ọ́ bụghị ikwu na ọ bụ ya na - ahụ maka ihe ahụ o mere."
"The world can't hate you, but it hates me, because I testify about it, that its works are evil.","Ụwa enweghị ike ịkpọ unu asị, ma ọ kpọrọ m asị n'ihi na ana m agba ama megide ya n'ọrụ ya jọrọ njọ.","Ụwa apụghị ịkpọ unu asị, ma ọ kpọrọ m asị, n'ihi na ana m agba akaebe banyere ya, na ọrụ ya dị njọ."
This is despite the happening in the house of senate today,Nke a bụ na agbanyeghi ihe mere n'ụlọomeiwu sineti taa.,Nke a bụ n'agbanyeghị ihe a na - eme n'ụlọ ndị oké ozu taa
How it is served.,Etu esi eri ya,Otú e si eje ya.
"Thus the Lord GOD showed me: behold, the Lord GOD called for judgment by fire; and it dried up the great deep, and would have devoured the land.","Ihe a ka Onye kachasị ihe niile elu, bụ Onyenwe anyị gosiri m: Lee, Onye kachasị ihe niile elu, bụ Onyenwe anyị na-akpọku ọkụ iji ya kpee ikpe. Ọkụ ahụ repịara ogbu mmiri, repịakwa ala ahụ niile.","N'ụzọ dị otú a, Onyenwe anyị Chineke gosiri m: Hụ, Onyenwe anyị Chineke kwuru ka e jiri ọkụ kpee ya ikpe; o wee mee ka oké osimiri ahụ dị omimi, ọ ga - eripịakwa ala ahụ."
"It was gathered that some students and teachers in the school engaged in physical fight, wielding cutlasses and sticks, a situation that caused tension in the area.","Ozi kọwara na ọgụ dara n'etiti ọtụtụ ndị nkuzi na ụmụ akwụkwọ, site na ọkpụkpụ aka, mma na osisi nke butere obi mmapụ na gburugburu ahụ","A chịkọtara na ụfọdụ ụmụ akwụkwọ na ndị nkụzi nọ n'ụlọ akwụkwọ ahụ na - alụ ọgụ n'ụzọ anụ ahụ́, na - eji osisi na osisi eme ihe, bụ́ ọnọdụ nke kpatara esemokwu n'ógbè ahụ."
"You have heard it. Now see all this. And you, won't you declare it? ""I have shown you new things from this time, even hidden things, which you have not known.","Unu anụla ama m na-agba, hụkwa ka ha na-emezu, ma unu ajụla ikwere na ọ bụ eziokwu. ""Site ugbu a gawa, aga m agwa unu ihe ọhụrụ nke m na-agwabeghị unu na mbụ.","Ị nụla ya ugbu a, hụ ihe a nile, ma ọ́ bụghị ya, ị gaghị ekwupụta ya?"
"I gave it a couple of minutes and I went on the pitch and pulled my players off,' he said.","Enyere m ya nkeji ole na ole ma m gara n'ámá egwuregwu ahụ ma dọkpụrụ ndị egwuregwu m,' o kwuru. ","M nyere ya nkeji ole na ole, mụ agaa n'ebe ahụ a na - agba égbè ma chụpụ ndị na - akụ egwú m, ka o kwuru."
"They traveled from Kehelathah, and encamped in Mount Shepher.",Ha hapụrụ Kehelata bịaruo n'ugwu Shefa ebe ha mara ụlọ ikwu ha.,"Ha si Kehelalala, maa ụlọikwuu ya n'Ugwu Sheh."
"He made him ride on the high places of the earth. He ate the increase of the field. He caused him to suck honey out of the rock, oil out of the flinty rock;","O mere ka ọ rịkwasị n'ebe niile dị elu nke ala ahụ, jiri mkpụrụ na-amị n'ala ubi ahụ zụọ ya. O ji mmanụ aṅụ si na nkume zụọ ya, ya na mmanụ si n'oke nkume,","O mere ka ọ na - agba ịnyịnya n'ebe ndị dị elu nke ụwa; o riri ihe dị ukwuu n'ubi; o mere ka o si n'oké nkume daa mmanụ aṅụ, bụ́ mmanụ si n'oké nkume;"
"Adesanmi, born February 27, 1972, was author of the popular book Naija No Dey Carry Last, a 2015 collection of satirical essays.","Adesanmi, nke amụrụ n'ọnwa February 27, 1972, bụ onye dere akwụkwọ amaara nke ọma bụ Naija No Dey Carry Last, mkpokọta ederede nkatọ nke afọ 2015 ","Adeimi, bụ́ onye a mụrụ na February 27, 1972, bụ onye dere otu akwụkwọ a ma ama bụ́ Are NoyKygo, bụ́ nchịkọta nke edemede ndị mgbe ochie e dere n'afọ 2015 bụ́ ndị dị n'elu peeji a."
Let me tell you a secret that many people don't know.,Ka m kwa gị ihe nzuzo ọtụtụ mmadụ amaghị,Ka m kọọrọ gị ihe nzuzo ọtụtụ ndị na - amaghị.
Decamp of senators: 'we are firm'-APC,Ọpụpụ ndị omeiwu: 'Anyị kwụ chịm' - APC,Lee ụfọdụ n'ime ha: ' Anyị siri ezigbo ike
"Because for your sake, I have borne reproach. Shame has covered my face.","Ọ bụ n'ihi gị ka m na-anagide ịkwa emo, ihere ekpuchiela m ihu.",N'ihi na ọ bụ unu ka a na - akọcha: ịkwa emo ekpuchiwo ihu m.
"So Hazael went to meet him and took a present with him, even of every good thing of Damascus, forty camels' burden, and came and stood before him and said, ""Your son Benhadad king of Syria has sent me to you, saying, 'Will I recover from this sickness?'""","Hazael weere iri ịnyịnya kamel anọ buru ezi ihe niile si n'ala Damaskọs, wetara Ịlaisha onyinye ndị a sị ya, ""Nwa gị Ben-Hadad, eze Aram, zitere ka m jụọ gị sị, 'M ga-esi n'ọrịa a bilie?' ""","N'ihi ya, ọ gara zute ya ma kpọrọ ya gaa, ọbụna banyere ezi ihe ọ bụla nke Damaskọs, bụ́ ibu mgbochi kamel iri itoolu, ma bịa n'ihu ya, sị, ""Nwa gị nwoke bụ́ Benddra gwara m, sị, M̀ ga - agbake n'ọrịa a? """
"For if a man with a gold ring, in fine clothing, comes into your synagogue, and a poor man in filthy clothing also comes in,","Ọ bụrụ na onye ọgaranya yi uwe mara mma, yikwara mgbaaka ọlaedo na mkpịsịaka ya, abata n'ụlọ nzukọ unu, ọ bụrụkwa na nwa ogbenye abata nke yi uwe na-adịghị ọcha,","N'ihi na ọ bụrụ na nwoke nke nwere mgbaaka ọlaedo, n'uwe dị mma, batara n'ụlọ nzukọ unu, nwoke dara ogbenye nke yi uwe ruru unyi na - abatakwa,"
Donald Trump,Donald Trump,Gịnị Ka M Ga - eme Ka M Ghara Ịda Mbà n'Obi?
"Cain said to the LORD, ""My punishment is greater than I can bear.","Ken zara Onyenwe anyị, ""Ntaramahụhụ i nyere m dị ukwuu karịa nke m nwere ike ibu.","Ken gwara ohu Jehova ahụ, sị, ""Ahụhụ m dị ukwuu karịa otú m nwere ike ịnagide."
"It shall come to pass that, as you were a curse among the nations, house of Judah and house of Israel, so I will save you, and you shall be a blessing. Don't be afraid. Let your hands be strong.""","Dịka unu bụ Juda na Izrel si bụrụ ihe a na-abụ ọnụ n'etiti mba dị iche iche, otu a ka m ga-esi zọpụta unu, unu ga-abụkwa ngọzị. Unu atụla ụjọ, kama meenụ ka aka unu sie ike n'ọrụ unu.""","Ọ ga - agabiga, ebe unu bụ ọbụbụ ọnụ n'etiti mba nile, ụlọ Juda na ụlọ Izrel, otú a ka M ga - azọpụta unu, unu ga - abụkwa ngọzi: unu atụla egwu: aka unu dị ike."
"He burned the LORD's house, the king's house, and all the houses of Jerusalem. He burned every great house with fire.","O sunyere ụlọnsọ Onyenwe anyị ọkụ, ụlọeze na ụlọ niile dị na Jerusalem, ụlọ ọbụla bụ nke dị mkpa ka o surere ọkụ","Ọ gbara ụlọ ONYE Onyenwe anyị, ụlọ eze, na ụlọ nile nke Jeruselem ọkụ; ọ na - eji ọkụ akpọ ụlọ nile nke oké ụlọ nile ọ bụla ọkụ."
"Then Darius the king made a decree, and the house of the archives, where the treasures were laid up in Babylon, was searched.","Ya mere, Daraiọs nyere iwu ka a chọpụta n'ụlọ a na-echebe akwụkwọ ochie nke ndị Babilọn ma ọ dị akwụkwọ ọbụla dị otu ahụ.","Mgbe ahụ eze ahụ tiri iwu, e nyochakwara ụlọ ebe ndebe ihe mgbe ochie ahụ, bụ́ ebe a chọtara akụ̀ ndị ahụ dị oké ọnụ ahịa na Babilọn."
"The LORD spoke to Moses, saying,","Onyenwe anyị gwara Mosis okwu sị ya,","ONYE amụma ahụ gwara Mozis okwu, na - asị,"
Chimamanda said that someone attacked her.,Chimamanda sị na onwere onye wakporo ya,Otu nwanna nwaanyị aha ya bụ Chimamama kwuru na e nwere onye bịara ịlụso ya ọgụ.
"There is no soundness in my flesh because of your indignation, neither is there any health in my bones because of my sin.","N'ihi oke iwe gị, ọ dịghị izuoke dị n'ime anụ ahụ; enweghịkwa m udo n'ime ọkpụkpụ m niile n'ihi mmehie m.","Ọ dịghị ihe zuru okè n'anụ ahụ́ m n'ihi iwe Gị, ọ dịghịkwa ahụ ike ọ bụla dị n'ọkpụkpụ m n'ihi mmehie m."
"'Six days shall work be done, but on the seventh day there shall be a holy day for you, a Sabbath of solemn rest to the LORD: whoever does any work in it shall be put to death.","Rụọnụ ọrụ ụbọchị isii, ụbọchị nke asaa bụ ụbọchị izuike, ụbọchị dị nsọ nke izuike nye Onyenwe anyị. Onye ọbụla rụrụ ọrụ n'ụbọchị nke asaa ga-anwụ.","A ga - arụ ọrụ ụbọchị iri isii nke ụbọchị nke asaa, ma n'ụbọchị nke asaa, a ga - enwe ụbọchị dị nsọ maka gị, bụ́ Ụbọchị Izu Ike nke a ga - enye ONYE Izrel: onye ọ bụla nke na - arụ ọrụ ọ bụla n'ime ya ga - anwụ."
"He set the bread in order on it before the LORD, as the LORD commanded Moses.","Ọ dọkwasịrị achịcha ahụ a na-edo n'ihu Onyenwe anyị n'elu tebul ahụ, dịka Onyenwe anyị nyere ya n'iwu.","O mere achịcha ahụ ka o nwee ike ịdị n'ihu ONYE Izrel ahụ, bụ́ Jehova, nye Mozis iwu dị ka o nyere ya."
"They rose up early in the morning, and the sun shone on the water, and the Moabites saw the water opposite them as red as blood.","Mgbe chi bọrọ n'isi ụtụtụ, anyanwụ wara mụkwasị mmiri ahụ. Site n'ebe ha nọ, ndị Moab lepụrụ anya hụ mmiri ahụ ka ọ na-acha ọbara ọbara.","Ha biliri n'isi ụtụtụ, anyanwụ awakwara n'elu mmiri ahụ, ndị Moab ahụ hụkwara mmiri ahụ ka ọ na - acha ọbara ọbara dị ka ọbara."
"The Pharisees therefore said to him, ""You testify about yourself. Your testimony is not valid.""","Ndị Farisii sịrị, ""Ị na-agbara onwe gị ama! Ya mere ama ị na-agbara onwe gị abụghị ezie.""","N'ihi ya, ndị Farisii gwara ya, sị, ""Ị na - agba akaebe banyere onwe gị; akaebe ị na - agba abụghị eziokwu...."
"Lord, I beg you, let your ear be attentive now to the prayer of your servant, and to the prayer of your servants who delight to fear your name; and please prosper your servant today, and grant him mercy in the sight of this man."" Now I was cup bearer to the king.","Biko, Onyenwe anyị, nụrụ ekpere mụ bụ ohu gị, nụrụkwa ekpere ndị ohu gị niile ọ na-atọ ụtọ ịtụ egwu aha gị. Mee ka ihe gara ohu gị nke ọma taa site n'imere ya ebere n'ihu nwoke a."" N'oge ahụ abụ m onye na-ebu ihe ọṅụṅụ eze.","Onyenwe anyị, ka ntị gị nụrụ ekpere ohu gị ugbu a, nakwa ekpere nke ndị ohu gị bụ́ ndị ọ na - atọ ụtọ ịtụ egwu aha gị; biko, mee ka ohu gị nwee obi ụtọ taa, meekwa ka o nwee obi ebere n'anya nwoke a."
"“The squad has been in at Staplewood Campus throughout the weekend, working on putting things right for the club’s supporters.","""Ndị otu ahụ anọrọrarị na Staplewood Campus na ngwụcha izuụka a, na-agba mbọ ime ka ihe niile dị mma nyere ndị nkwado otu klọọbụ ahụ.","A na - anọ n'ogige ndị agha a na - anọ akụ osisi n'oge nile ná ngwụsị izu, na - arụ ọrụ n'ime ka ihe kwesị ekwesị nye ndị na - akwado òtù egwú ahụ."
"Even so you also, when you see these things happening, know that God's Kingdom is near.","N'ụzọ dị otu a kwa, mgbe unu hụrụ ihe ndị a niile ka ha na-eme, matanụ na alaeze Chineke adịla nso.","Ya bụrụgodị otú ahụ, mgbe ị hụrụ ka ihe ndị a na - eme, mara na Alaeze Chineke dị nso."
"Sometimes, if the woman's mother is no more( dead) the step mother or the mother in- law will go for the postnatal care.","Ụfọdụ oge, ọ bụrụ na nwaanyị enweghịzị nne (ọ bụrụ na nne mụrụ ya anwụọla), nwunye nna ya maọbụ nne di ya ga-abị nọrọ n'ụlọ ya lee ya ọmụgwọ.","Mgbe ụfọdụ, ọ bụrụ na nne nwanyị ahụ anwụọ ọzọ n'ihi nzọụkwụ nne ya ma ọ bụ nne ya nke nọ n'iwu-ahụ maka nlekọta ahụ ike."
"In an interview with PUNCH, Nwosu said, “What happened in court was a clear manifestation of a completely failed democracy. It is also a clear case of fascism and it is even fascism of a questionable leadership.","Site n'ajụjụ ọnụ nke PUNCH, Nwosu kwuru, ""ihe mere n'ụlọikpe bụ ezigbo mpụtara ọdịda ọchịchị onye kwuo uche ya. ọ bụkwa ezigbo okwu nke ileanya n'ihu ma bụrụkwa ileanya n'ihu nke onyeisi ana enyo enyo","N'ajụjụ ọnụ a gbara ya n'ụlọ ikpe dị n'okpuru ọchịchị onye kwuo uche ya, o kwuru na ihe mere n'ụlọikpe bụ ngosipụta doro anya nke enweghị onye na - achị achị n'ụzọ ọchịchị onye kwuo uche ya."
On Twitter @Churchillnnobi,Na Twita @Churchillnnobi,Na Tterter  ahụhụ
"Now if you are ready whenever you hear the sound of the horn, flute, zither, lyre, harp, pipe, and all kinds of music to fall down and worship the image which I have made, good; but if you don't worship, you shall be cast the same hour into the middle of a burning fiery furnace. Who is that god who will deliver you out of my hands?""","Mgbe unu nụrụ ụda opi, ọja, une na ụbọ akwara maọbụ ihe egwu ọzọ, ọ bụrụ na unu adaa n'ala kpọọ isiala nye oyiyi ahụ a kpụrụ akpụ, ihe niile ga-adị mma. Kama ọ bụrụ na unu ajụ ịkpọ isiala, a ga-atụnye unu ngwangwa n'ime ọkụ na-enwu ajọ onwunwu. Kedụ chi ahụ nke pụrụ ịnapụta unu site n'aka m?""","Ma, ọ bụrụ na ị dị njikere mgbe ọ bụla ị nụrụ ụda opi, opi, ma ọ bụ, ma ọ bụ ụbọ akwara, ụbọ akwara, na ụdị egwú nile iji daa ma fee ihe oyiyi ahụ m mere, nke dị mma; ma ọ bụrụ na ị dịghị efe ofufe, a ga - atụba gị n'etiti oké ọkụ na - enwu enwu; ònye ga - anapụta gị n"
See the video here,Lekwa ihe nkiri ya ebe a.,Lee vidio ebe a
They delivered it into the hands of the workmen who had the oversight of the LORD's house; and the workmen who labored in the LORD's house gave it to mend and repair the house.,"Mgbe ahụ, ha nyefere ya n'aka ndị ikom ahọpụtara maka ilekọta ọrụ n'ụlọnsọ Onyenwe anyị. Ndị ikom a kwụrụ ndị ọrụ rụziri ma mezie ụlọnsọ ahụ ụgwọ.",Ha na - enyefe ya n'aka ndị ọrụ na - elekọta ụlọ ONYE nwe ụlọ nsọ ahụ; ndị ọrụ na - arụsi ọrụ ike n'ụlọ Jehova nyekwara ya ndị ikom na - arụ ọrụ ma na - arụzi ụlọ ahụ.
Super Falcons,Super Falcons,Ihe Ndị Na - enye Ike
"If I forget you, Jerusalem, let my right hand forget its skill.","Ọ bụrụ na m echezọọ gị, Jerusalem, ka aka nri m chefuo ǹka ya.","Ọ bụrụ na m chefuo gị, Jeruselem, ka aka nri m chefuo nkà ya."
Follow me on Twitter @ikhide_erasmus1,soro m na ọwaozi Twita @ikhide_erasmus1,Soro m na - aga n'ụlọ ọrụ na - enyere ndị mmadụ aka ịmata ihe na - emenụ.
"I heard a voice in the middle of the four living creatures saying, ""A choenix of wheat for a denarius, and three choenix of barley for a denarius! Don't damage the oil and the wine!""","Anụkwara m ihe dị ka olu nke sitere n'etiti anụ anọ ahụ dị ndụ na-adapụta sị, ""Otu ihe ọtụtụ kilo nke ọka wiiti bụ ụgwọ ọrụ otu ụbọchị, ihe ọtụtụ kilo atọ nke ọka balị bụkwa ụgwọ ọrụ otu ụbọchị. Ya mere, unu emebikwala mmanụ oliv na mmanya.""","Anụtara m olu dị n'etiti ihe anọ ahụ e kere eke dị ndụ na - ekwu, sị, ""Atụ̀tụ̀ ọka wit a gwọrọ agwọ maka otu mkpụrụ ego ọlaọcha, efere ọka bali atọ maka otu efere ọka bali; emebila mmanụ na mmanya! """
The Nigerian former head of state Yakubu Gowon has stated how heart broken he is as a result of many people killed by the armed herdsmen in various states this year ,Onyechiburu Naịjirịa dịka onyeisiala n'oge garaaga bụ Yakubu Gowon ekwuola na obi gbariri ya agbari maka ọtụtụ mmadụ nwụrụ n'aka ndị na-achị ehi buru egbe na steeti di iche iche n'afọ a.,Onye isi ala Naijiria bụ́ Yaabu Gobubu Gobum ekwuwo otú obi na - agbawa ya n'ihi ndị na - ere ngwá agha na steeti dịgasị iche iche n'afọ a
